Date,Close,bol_upp,bol_mid,bol_low,macd_line,macd_signal,macd_histogram,rsi_val,y,diff,1hot
2004-06-18,444.8,463.935,443.88,423.825,-10.281,-14.689,4.408,48.523,434.95,-9.850000000000023,0.0
2004-06-21,434.95,462.833,442.948,423.062,-10.39,-13.829,3.439,41.535,431.65,-3.3000000000000114,0.0
2004-06-22,431.65,461.259,441.738,422.216,-10.62,-13.187,2.567,39.344,411.05,-20.599999999999966,0.0
2004-06-23,411.05,461.507,439.335,417.163,-12.323,-13.014,0.691,28.513,422.8,11.75,1.0
2004-06-24,422.8,460.824,438.007,415.191,-12.579,-12.927,0.348,39.479,431.6,8.800000000000011,1.0
2004-06-25,431.6,460.818,438.035,415.252,-11.935,-12.729,0.794,46.562,441.6,10.0,1.0
2004-06-28,441.6,461.139,438.59,416.041,-10.496,-12.282,1.786,53.671,443.25,1.6499999999999773,1.0
2004-06-29,443.25,461.585,439.045,416.505,-9.118,-11.649,2.532,54.816,429.6,-13.649999999999977,0.0
2004-06-30,429.6,461.47,438.542,415.615,-9.023,-11.124,2.101,44.356,438.4,8.799999999999955,1.0
2004-07-01,438.4,461.464,439.048,416.631,-8.143,-10.528,2.384,51.273,434.1,-4.2999999999999545,0.0
2004-07-02,434.1,461.465,439.073,416.68,-7.705,-9.963,2.258,47.915,430.55,-3.5500000000000114,0.0
2004-07-05,430.55,460.897,438.362,415.828,-7.557,-9.482,1.925,45.101,438.3,7.75,1.0
2004-07-06,438.3,458.454,437.482,416.511,-6.736,-8.933,2.197,52.175,438.35,0.05000000000001137,1.0
2004-07-07,438.35,456.805,436.84,416.875,-6.012,-8.349,2.336,52.221,432.25,-6.100000000000023,0.0
2004-07-08,432.25,455.468,436.072,416.677,-5.864,-7.852,1.988,46.014,438.55,6.300000000000011,1.0
2004-07-09,438.55,455.727,436.415,417.103,-5.178,-7.317,2.139,52.712,436.15,-2.400000000000034,0.0
2004-07-12,436.15,455.775,436.475,417.175,-4.773,-6.808,2.035,49.986,430.45,-5.699999999999989,0.0
2004-07-13,430.45,453.649,435.447,417.246,-4.856,-6.418,1.562,43.781,417.95,-12.5,0.0
2004-07-14,417.95,453.078,434.032,414.987,-5.862,-6.307,0.444,33.316,420.3,2.3500000000000227,1.0
2004-07-15,420.3,449.762,432.332,414.903,-6.397,-6.325,-0.072,36.603,424.45,4.149999999999977,1.0
2004-07-16,424.45,448.042,431.315,414.588,-6.412,-6.342,-0.07,42.39,423.5,-0.9499999999999886,0.0
2004-07-19,423.5,447.727,430.742,413.758,-6.426,-6.359,-0.067,41.392,428.35,4.850000000000023,1.0
2004-07-20,428.35,447.589,430.578,413.566,-5.977,-6.283,0.305,48.53,434.45,6.099999999999966,1.0
2004-07-21,434.45,446.118,431.748,417.377,-5.071,-6.04,0.969,56.26,454.8,20.350000000000023,1.0
2004-07-22,454.8,450.399,433.348,416.296,-2.68,-5.368,2.689,72.284,466.2,11.399999999999977,1.0
2004-07-23,466.2,457.544,435.078,412.611,0.134,-4.268,4.402,77.591,477.6,11.400000000000034,1.0
2004-07-26,477.6,466.251,436.878,407.504,3.246,-2.765,6.011,81.645,464.95,-12.650000000000034,0.0
2004-07-27,464.95,469.825,437.963,406.1,4.638,-1.284,5.923,66.288,470.5,5.550000000000011,1.0
2004-07-28,470.5,474.731,440.008,405.284,6.119,0.196,5.923,69.219,474.35,3.8500000000000227,1.0
2004-07-29,474.35,479.751,441.805,403.859,7.516,1.66,5.856,71.222,488.9,14.549999999999955,1.0
2004-07-30,488.9,487.704,444.545,401.386,9.686,3.265,6.421,77.582,494.15,5.25,1.0
2004-08-02,494.15,495.651,447.725,399.799,11.695,4.951,6.743,79.471,489.45,-4.699999999999989,0.0
2004-08-03,489.45,501.441,450.283,399.124,12.76,6.513,6.247,73.108,493.15,3.6999999999999886,1.0
2004-08-04,493.15,507.267,453.023,398.778,13.744,7.959,5.785,74.931,502.95,9.800000000000011,1.0
2004-08-05,502.95,514.21,456.558,398.905,15.141,9.396,5.745,79.234,493.85,-9.099999999999966,0.0
2004-08-06,493.85,518.62,459.323,400.025,15.336,10.584,4.753,66.926,492.1,-1.75,0.0
2004-08-09,492.1,522.09,462.12,402.15,15.175,11.502,3.673,64.696,496.75,4.649999999999977,1.0
2004-08-10,496.75,525.363,465.435,405.507,15.247,12.251,2.996,67.968,479.9,-16.850000000000023,0.0
2004-08-11,479.9,524.393,468.533,412.672,13.785,12.558,1.227,48.985,475.35,-4.5499999999999545,0.0
2004-08-12,475.35,522.358,471.285,420.212,12.12,12.47,-0.35,45.064,476.8,1.4499999999999886,1.0
2004-08-13,476.8,519.992,473.903,427.813,10.793,12.135,-1.342,46.634,478.95,2.1499999999999773,1.0
2004-08-16,478.95,516.202,476.675,437.148,9.802,11.668,-1.867,49.123,479.7,0.75,1.0
2004-08-17,479.7,511.568,479.243,446.917,8.973,11.129,-2.156,50.061,470.5,-9.199999999999989,0.0
2004-08-18,470.5,506.044,481.045,456.046,7.488,10.401,-2.913,39.705,475.3,4.800000000000011,1.0
2004-08-19,475.3,504.035,482.07,460.105,6.622,9.645,-3.023,46.382,463.3,-12.0,0.0
2004-08-20,463.3,504.364,481.925,459.486,4.911,8.698,-3.788,35.153,451.2,-12.100000000000023,0.0
2004-08-23,451.2,506.892,480.605,454.318,2.549,7.468,-4.92,27.427,453.5,2.3000000000000114,1.0
2004-08-24,453.5,508.187,480.033,451.878,0.852,6.145,-5.293,30.764,457.85,4.350000000000023,1.0
2004-08-25,457.85,508.988,479.4,449.812,-0.139,4.888,-5.027,37.079,460.5,2.6499999999999773,1.0
2004-08-26,460.5,509.42,478.708,447.995,-0.703,3.77,-4.473,40.87,458.0,-2.5,0.0
2004-08-27,458.0,508.811,477.163,445.514,-1.336,2.749,-4.085,38.354,467.1,9.100000000000023,1.0
2004-08-30,467.1,506.705,475.81,444.915,-1.091,1.981,-3.072,51.016,475.55,8.449999999999989,1.0
2004-08-31,475.55,505.336,475.115,444.894,-0.213,1.542,-1.755,59.851,475.65,0.0999999999999659,1.0
2004-09-01,475.65,503.252,474.24,445.228,0.486,1.331,-0.845,59.95,472.0,-3.6499999999999773,0.0
2004-09-02,472.0,498.366,472.692,447.019,0.737,1.212,-0.475,54.328,474.1,2.1000000000000227,1.0
2004-09-03,474.1,495.394,471.705,448.016,1.092,1.188,-0.096,57.005,476.9,2.7999999999999545,1.0
2004-09-06,476.9,492.782,470.945,449.108,1.582,1.267,0.315,60.56,484.75,7.850000000000023,1.0
2004-09-07,484.75,489.717,470.345,450.973,2.573,1.528,1.045,68.885,482.5,-2.25,0.0
2004-09-08,482.5,490.15,470.475,450.8,3.142,1.851,1.291,64.39,485.85,3.3500000000000227,1.0
2004-09-09,485.85,491.753,471.0,450.247,3.818,2.244,1.574,67.979,487.55,1.6999999999999886,1.0
2004-09-10,487.55,493.448,471.538,449.627,4.44,2.683,1.757,69.764,490.85,3.3000000000000114,1.0
2004-09-13,490.85,495.489,472.132,448.776,5.14,3.175,1.966,73.119,486.0,-4.850000000000023,0.0
2004-09-14,486.0,496.396,472.447,448.499,5.243,3.589,1.655,61.538,487.65,1.6499999999999773,1.0
2004-09-15,487.65,498.171,473.305,448.439,5.396,3.95,1.446,63.79,491.0,3.3500000000000227,1.0
2004-09-16,491.0,500.182,474.09,447.998,5.721,4.304,1.417,68.156,509.25,18.25,1.0
2004-09-17,509.25,506.292,476.388,446.483,7.367,4.917,2.45,81.886,501.7,-7.550000000000011,0.0
2004-09-20,501.7,508.388,478.912,449.437,7.97,5.527,2.442,67.909,506.7,5.0,1.0
2004-09-21,506.7,510.994,481.573,452.151,8.75,6.172,2.578,71.612,503.2,-3.5,0.0
2004-09-22,503.2,512.545,483.84,455.135,8.983,6.734,2.249,65.507,500.3,-2.8999999999999773,0.0
2004-09-23,500.3,513.209,485.83,458.451,8.831,7.154,1.678,60.571,498.7,-1.6000000000000227,0.0
2004-09-24,498.7,512.442,487.865,463.288,8.484,7.42,1.065,57.798,495.25,-3.4499999999999886,0.0
2004-09-27,495.25,511.996,489.273,466.549,7.841,7.504,0.337,51.888,496.2,0.9499999999999886,1.0
2004-09-28,496.2,512.267,490.305,468.343,7.323,7.468,-0.145,53.402,514.1,17.900000000000034,1.0
2004-09-29,514.1,515.482,492.228,468.973,8.261,7.626,0.635,72.33,518.2,4.100000000000023,1.0
2004-09-30,518.2,518.499,494.538,470.576,9.23,7.947,1.283,75.013,533.3,15.099999999999909,1.0
2004-10-01,533.3,525.168,497.498,469.827,11.088,8.575,2.513,82.303,546.15,12.850000000000023,1.0
2004-10-04,546.15,534.489,500.96,467.431,13.442,9.549,3.894,86.244,539.6,-6.5499999999999545,0.0
2004-10-05,539.6,540.466,503.703,466.939,14.611,10.561,4.05,76.256,546.8,7.199999999999932,1.0
2004-10-06,546.8,546.973,506.918,466.862,15.935,11.636,4.299,79.297,558.45,11.650000000000091,1.0
2004-10-07,558.45,555.431,510.548,465.664,17.72,12.853,4.867,83.292,554.45,-4.0,0.0
2004-10-08,554.45,561.452,513.893,466.333,18.597,14.001,4.596,77.377,553.45,-1.0,0.0
2004-10-09,553.45,566.401,517.023,467.644,18.993,15.0,3.993,75.824,546.9,-6.550000000000068,0.0
2004-10-11,546.9,568.899,520.068,471.236,18.564,15.713,2.851,65.835,534.95,-11.949999999999932,0.0
2004-10-12,534.95,569.191,522.433,475.674,17.063,15.983,1.08,51.542,542.65,7.699999999999932,1.0
2004-10-14,542.65,570.141,525.015,479.889,16.307,16.047,0.259,58.276,545.7,3.050000000000068,1.0
2004-10-15,545.7,572.226,526.838,481.449,15.772,15.992,-0.22,60.768,550.55,4.849999999999909,1.0
2004-10-18,550.55,574.228,529.28,484.332,15.56,15.906,-0.346,64.643,559.95,9.400000000000091,1.0
2004-10-19,559.95,577.563,531.943,486.322,15.966,15.918,0.048,71.04,548.35,-11.600000000000023,0.0
2004-10-20,548.35,578.274,534.2,490.126,15.178,15.77,-0.592,56.488,538.85,-9.5,0.0
2004-10-21,538.85,577.231,536.128,495.024,13.629,15.342,-1.713,47.328,536.3,-2.550000000000068,0.0
2004-10-25,536.3,575.152,538.008,500.863,12.057,14.685,-2.628,45.064,551.75,15.450000000000045,1.0
2004-10-26,551.75,572.471,540.833,509.194,11.92,14.132,-2.212,58.829,541.2,-10.549999999999955,0.0
2004-10-27,541.2,566.753,543.083,519.412,10.835,13.472,-2.637,49.13,539.65,-1.5500000000000682,0.0
2004-10-28,539.65,563.83,544.36,524.89,9.738,12.726,-2.987,47.794,529.25,-10.399999999999977,0.0
2004-10-29,529.25,561.699,544.913,528.126,7.939,11.768,-3.83,39.483,529.8,0.5499999999999545,1.0
2004-11-01,529.8,562.097,544.738,527.378,6.482,10.711,-4.229,40.118,542.85,13.050000000000068,1.0
2004-11-02,542.85,561.938,544.573,527.207,6.307,9.83,-3.523,53.489,543.65,0.7999999999999545,1.0
2004-11-03,543.65,561.99,544.775,527.56,6.163,9.097,-2.934,54.212,537.25,-6.399999999999977,0.0
2004-11-04,537.25,561.803,544.298,526.792,5.469,8.371,-2.902,47.408,539.65,2.3999999999999773,1.0
2004-11-05,539.65,559.64,543.358,527.075,5.054,7.708,-2.654,50.117,543.0,3.3500000000000227,1.0
2004-11-08,543.0,558.207,542.785,527.363,4.939,7.154,-2.215,53.938,539.8,-3.2000000000000455,0.0
2004-11-09,539.8,556.725,542.102,527.48,4.537,6.631,-2.093,49.739,544.15,4.350000000000023,1.0
2004-11-10,544.15,556.449,541.965,527.481,4.518,6.208,-1.69,55.208,545.45,1.3000000000000682,1.0
2004-11-11,545.45,556.661,542.49,528.319,4.555,5.877,-1.323,56.828,545.35,-0.10000000000002274,0.0
2004-11-12,545.35,556.854,542.625,528.396,4.524,5.607,-1.083,56.647,544.85,-0.5,0.0
2004-11-16,544.85,556.778,542.582,528.387,4.408,5.367,-0.959,55.62,543.85,-1.0,0.0
2004-11-17,543.85,555.959,542.248,528.536,4.187,5.131,-0.944,53.387,545.55,1.6999999999999318,1.0
2004-11-18,545.55,552.579,541.527,530.476,4.102,4.925,-0.823,56.79,527.15,-18.399999999999977,0.0
2004-11-19,527.15,552.761,540.468,528.174,2.521,4.444,-1.923,29.705,532.8,5.649999999999977,1.0
2004-11-22,532.8,552.915,540.165,527.415,1.704,3.896,-2.192,39.866,528.3,-4.5,0.0
2004-11-23,528.3,553.49,539.765,526.04,0.686,3.254,-2.568,35.191,515.0,-13.299999999999955,0.0
2004-11-24,515.0,554.452,537.927,521.403,-1.181,2.367,-3.548,25.138,503.55,-11.449999999999989,0.0
2004-11-25,503.55,558.51,536.045,513.58,-3.543,1.185,-4.728,19.582,509.8,6.25,1.0
2004-11-29,509.8,559.803,534.552,509.302,-4.855,-0.023,-4.832,29.409,516.75,6.949999999999989,1.0
2004-11-30,516.75,560.323,533.927,507.532,-5.273,-1.073,-4.2,38.978,528.25,11.5,1.0
2004-12-01,528.25,560.306,533.85,507.394,-4.623,-1.783,-2.84,51.523,541.8,13.549999999999955,1.0
2004-12-02,541.8,560.182,533.797,507.413,-2.98,-2.022,-0.958,62.112,543.35,1.5500000000000682,1.0
2004-12-03,543.35,560.144,533.782,507.421,-1.536,-1.925,0.389,63.174,531.1,-12.25,0.0
2004-12-06,531.1,559.809,533.475,507.141,-1.363,-1.813,0.449,50.316,517.3,-13.800000000000068,0.0
2004-12-07,517.3,559.474,532.357,505.241,-2.314,-1.913,-0.401,39.789,507.75,-9.549999999999955,0.0
2004-12-08,507.75,559.333,530.595,501.857,-3.794,-2.289,-1.505,34.093,511.9,4.149999999999977,1.0
2004-12-09,511.9,558.753,529.2,499.647,-4.579,-2.747,-1.832,38.507,499.4,-12.5,0.0
2004-12-10,499.4,558.462,526.962,495.463,-6.14,-3.426,-2.714,31.237,502.1,2.7000000000000455,1.0
2004-12-13,502.1,556.898,524.795,492.692,-7.077,-4.156,-2.921,34.327,505.2,3.099999999999966,1.0
2004-12-14,505.2,554.498,522.787,491.077,-7.483,-4.821,-2.662,38.017,495.0,-10.199999999999989,0.0
2004-12-15,495.0,552.536,520.295,488.054,-8.53,-5.563,-2.967,31.333,490.4,-4.600000000000023,0.0
2004-12-16,490.4,550.497,517.622,484.748,-9.619,-6.374,-3.245,28.706,480.15,-10.25,0.0
2004-12-17,480.15,548.516,514.352,480.189,-11.181,-7.336,-3.846,23.617,480.65,0.5,1.0
2004-12-20,480.65,548.756,512.027,475.299,-12.238,-8.316,-3.922,24.371,485.5,4.850000000000023,1.0
2004-12-21,485.5,546.848,509.662,472.477,-12.539,-9.161,-3.378,31.902,494.65,9.149999999999977,1.0
2004-12-22,494.65,544.657,507.98,471.303,-11.902,-9.709,-2.193,44.034,506.05,11.400000000000034,1.0
2004-12-23,506.05,544.067,507.532,470.998,-10.358,-9.839,-0.519,55.445,523.6,17.55000000000001,1.0
2004-12-24,523.6,545.704,508.535,471.366,-7.631,-9.397,1.767,67.291,516.85,-6.75,0.0
2004-12-27,516.85,546.24,508.887,471.535,-5.945,-8.707,2.762,60.189,528.1,11.25,1.0
2004-12-28,528.1,547.646,509.455,471.264,-3.659,-7.697,4.038,66.906,531.25,3.1499999999999773,1.0
2004-12-29,531.25,548.129,509.605,471.081,-1.575,-6.473,4.897,68.616,523.3,-7.9500000000000455,0.0
2004-12-30,523.3,544.76,508.68,472.6,-0.559,-5.29,4.731,59.639,533.8,10.5,1.0
2004-12-31,533.8,542.562,508.202,473.843,1.081,-4.016,5.097,66.349,543.1,9.300000000000068,1.0
2005-01-03,543.1,545.204,508.802,472.401,3.096,-2.593,5.689,71.236,530.8,-12.300000000000068,0.0
2005-01-04,530.8,547.025,509.477,471.93,3.658,-1.343,5.001,58.313,529.9,-0.8999999999999773,0.0
2005-01-05,529.9,549.21,510.585,471.96,3.985,-0.278,4.262,57.433,525.95,-3.949999999999932,0.0
2005-01-06,525.95,550.519,511.287,472.056,3.88,0.554,3.326,53.357,540.85,14.899999999999977,1.0
2005-01-07,540.85,554.29,513.36,472.43,4.943,1.432,3.511,64.365,533.5,-7.350000000000023,0.0
2005-01-10,533.5,556.446,514.93,473.414,5.133,2.172,2.961,56.743,525.6,-7.899999999999977,0.0
2005-01-11,525.6,557.462,515.95,474.438,4.593,2.656,1.937,49.476,518.3,-7.300000000000068,0.0
2005-01-12,518.3,557.442,517.115,476.788,3.535,2.832,0.703,43.533,520.2,1.900000000000091,1.0
2005-01-13,520.2,556.929,518.605,480.281,2.818,2.829,-0.011,45.499,513.35,-6.850000000000023,0.0
2005-01-14,513.35,554.2,520.265,486.33,1.677,2.599,-0.922,39.742,511.45,-1.900000000000034,0.0
2005-01-17,511.45,550.572,521.805,493.038,0.613,2.201,-1.589,38.195,511.25,-0.19999999999998863,0.0
2005-01-18,511.25,546.895,523.092,499.29,-0.244,1.712,-1.956,38.016,513.15,1.8999999999999773,1.0
2005-01-19,513.15,544.351,524.018,503.684,-0.761,1.218,-1.979,41.056,511.2,-1.9499999999999886,0.0
2005-01-20,511.2,543.763,524.275,504.787,-1.313,0.712,-2.025,38.802,506.5,-4.699999999999989,0.0
2005-01-24,506.5,544.471,523.42,502.369,-2.105,0.148,-2.254,33.663,501.4,-5.100000000000023,0.0
2005-01-25,501.4,545.748,522.648,499.547,-3.109,-0.503,-2.606,28.876,506.2,4.800000000000011,1.0
2005-01-27,506.2,545.62,521.552,497.485,-3.477,-1.098,-2.379,38.391,522.75,16.55000000000001,1.0
2005-01-28,522.75,544.771,521.128,497.484,-2.405,-1.36,-1.046,59.792,532.65,9.899999999999977,1.0
2005-01-31,532.65,545.783,521.595,497.407,-0.749,-1.237,0.489,67.568,542.6,9.950000000000045,1.0
2005-02-01,542.6,547.447,522.035,496.623,1.351,-0.72,2.071,73.509,533.85,-8.75,0.0
2005-02-02,533.85,545.673,521.573,497.472,2.284,-0.119,2.403,61.987,541.1,7.25,1.0
2005-02-03,541.1,547.426,522.088,496.749,3.566,0.618,2.948,66.941,536.35,-4.75,0.0
2005-02-04,536.35,548.325,522.41,496.495,4.151,1.325,2.827,60.938,530.15,-6.2000000000000455,0.0
2005-02-07,530.15,548.723,522.62,496.517,4.068,1.873,2.195,53.686,533.35,3.2000000000000455,1.0
2005-02-08,533.35,547.446,522.245,497.044,4.212,2.341,1.871,56.751,537.15,3.7999999999999545,1.0
2005-02-09,537.15,548.021,522.428,496.834,4.579,2.789,1.791,60.347,542.4,5.25,1.0
2005-02-10,542.4,550.358,523.268,496.177,5.234,3.278,1.956,64.987,548.55,6.149999999999977,1.0
2005-02-11,548.55,553.998,524.78,495.562,6.178,3.858,2.32,69.769,543.15,-5.399999999999977,0.0
2005-02-14,543.15,556.172,525.928,495.683,6.416,4.37,2.047,61.289,538.95,-4.199999999999932,0.0
2005-02-15,538.95,557.378,527.208,497.037,6.195,4.735,1.46,55.261,534.75,-4.2000000000000455,0.0
2005-02-16,534.75,557.77,528.373,498.975,5.616,4.911,0.705,49.629,535.1,0.35000000000002274,1.0
2005-02-17,535.1,557.956,529.565,501.174,5.126,4.954,0.172,50.117,534.45,-0.6499999999999773,0.0
2005-02-18,534.45,558.008,530.63,503.252,4.632,4.889,-0.258,49.096,533.8,-0.650000000000091,0.0
2005-02-21,533.8,557.583,531.76,505.937,4.14,4.74,-0.599,47.969,539.65,5.850000000000023,1.0
2005-02-22,539.65,556.527,533.418,510.308,4.174,4.627,-0.452,57.989,548.05,8.399999999999977,1.0
2005-02-23,548.05,554.2,535.75,517.3,4.824,4.666,0.158,68.15,546.65,-1.3999999999999773,0.0
2005-02-24,546.65,550.593,537.772,524.952,5.166,4.766,0.4,65.121,539.9,-6.75,0.0
2005-02-25,539.9,549.34,538.63,527.92,4.837,4.78,0.056,52.211,556.05,16.149999999999977,1.0
2005-02-28,556.05,552.657,539.8,526.943,5.812,4.986,0.825,69.115,546.8,-9.25,0.0
2005-03-01,546.8,553.192,540.01,526.828,5.772,5.144,0.628,56.019,548.8,2.0,1.0
2005-03-02,548.8,554.163,540.757,527.352,5.834,5.282,0.552,58.005,558.45,9.650000000000091,1.0
2005-03-03,558.45,557.194,541.625,526.056,6.586,5.543,1.044,66.438,571.9,13.449999999999932,1.0
2005-03-04,571.9,563.804,543.402,523.001,8.173,6.069,2.105,74.631,585.55,13.649999999999977,1.0
2005-03-07,585.55,573.022,546.172,519.323,10.413,6.938,3.475,80.271,590.5,4.9500000000000455,1.0
2005-03-08,590.5,581.673,549.03,516.387,12.443,8.039,4.405,81.95,587.4,-3.1000000000000227,0.0
2005-03-09,587.4,587.864,551.542,515.221,13.645,9.16,4.485,77.202,593.95,6.550000000000068,1.0
2005-03-10,593.95,594.768,554.12,513.472,14.954,10.319,4.635,80.024,587.65,-6.300000000000068,0.0
2005-03-11,587.65,599.276,556.075,512.874,15.306,11.316,3.99,70.36,578.45,-9.199999999999932,0.0
2005-03-14,578.45,601.697,557.84,513.983,14.674,11.988,2.686,58.463,570.55,-7.900000000000091,0.0
2005-03-15,570.55,602.685,559.42,516.155,13.381,12.266,1.115,50.074,573.55,3.0,1.0
2005-03-16,573.55,603.43,561.36,519.29,12.455,12.304,0.151,53.028,561.95,-11.599999999999909,0.0
2005-03-17,561.95,602.917,562.702,522.488,10.662,11.976,-1.314,41.955,571.65,9.699999999999932,1.0
2005-03-18,571.65,602.66,564.562,526.465,9.91,11.562,-1.653,51.688,559.55,-12.100000000000023,0.0
2005-03-21,559.55,601.213,565.85,530.487,8.242,10.898,-2.656,41.639,544.45,-15.099999999999909,0.0
2005-03-22,544.45,600.762,566.09,531.418,5.637,9.846,-4.209,32.531,553.15,8.699999999999932,1.0
2005-03-23,553.15,600.53,566.345,532.16,4.226,8.722,-4.496,41.096,560.1,6.9500000000000455,1.0
2005-03-24,560.1,600.082,567.017,533.953,3.626,7.703,-4.077,47.267,567.05,6.949999999999932,1.0
2005-03-28,567.05,598.883,568.375,537.867,3.67,6.896,-3.226,52.954,548.95,-18.09999999999991,0.0
2005-03-29,548.95,599.287,568.02,536.753,2.218,5.961,-3.742,39.994,543.0,-5.9500000000000455,0.0
2005-03-30,543.0,599.681,567.83,535.979,0.581,4.885,-4.304,36.596,545.95,2.9500000000000455,1.0
2005-03-31,545.95,599.92,567.688,535.455,-0.473,3.813,-4.286,39.535,564.4,18.449999999999932,1.0
2005-04-01,564.4,599.967,567.985,536.003,0.178,3.086,-2.908,54.688,564.7,0.3000000000000682,1.0
2005-04-04,564.7,599.584,567.625,535.666,0.711,2.611,-1.901,54.9,555.65,-9.050000000000068,0.0
2005-04-05,555.65,597.347,566.13,534.913,0.398,2.168,-1.771,47.21,570.8,15.149999999999977,1.0
2005-04-06,570.8,594.3,565.145,535.99,1.356,2.006,-0.65,58.452,565.45,-5.349999999999909,0.0
2005-04-07,565.45,591.263,564.048,536.832,1.665,1.938,-0.273,53.785,557.15,-8.300000000000068,0.0
2005-04-08,557.15,585.621,562.208,538.794,1.226,1.796,-0.569,47.059,547.2,-9.949999999999932,0.0
2005-04-11,547.2,581.211,560.185,539.159,0.075,1.451,-1.377,40.119,548.55,1.349999999999909,1.0
2005-04-12,548.55,578.463,558.69,538.917,-0.721,1.017,-1.738,41.47,545.45,-3.099999999999909,0.0
2005-04-13,545.45,577.224,557.435,537.646,-1.583,0.497,-2.08,39.131,529.7,-15.75,0.0
2005-04-15,529.7,577.12,555.243,533.365,-3.497,-0.302,-3.195,29.406,518.3,-11.400000000000091,0.0
2005-04-18,518.3,580.197,553.06,525.923,-5.866,-1.415,-4.451,24.351,514.1,-4.199999999999932,0.0
2005-04-19,514.1,580.978,550.183,519.387,-7.991,-2.73,-5.261,22.693,530.2,16.100000000000023,1.0
2005-04-20,530.2,580.415,548.715,517.015,-8.28,-3.84,-4.44,40.587,542.4,12.199999999999932,1.0
2005-04-21,542.4,580.384,548.613,516.841,-7.438,-4.56,-2.879,50.587,546.6,4.2000000000000455,1.0
2005-04-22,546.6,579.994,548.285,516.576,-6.36,-4.92,-1.44,53.684,546.55,-0.05000000000006821,0.0
2005-04-25,546.55,578.829,547.608,516.386,-5.446,-5.025,-0.421,53.638,547.2,0.650000000000091,1.0
2005-04-26,547.2,576.466,546.615,516.764,-4.616,-4.943,0.327,54.229,539.1,-8.100000000000023,0.0
2005-04-27,539.1,576.136,546.123,516.109,-4.559,-4.866,0.307,45.834,542.65,3.5499999999999545,1.0
2005-04-28,542.65,576.127,546.105,516.083,-4.18,-4.729,0.549,49.766,527.7,-14.949999999999932,0.0
2005-04-29,527.7,576.323,545.193,514.062,-5.028,-4.789,-0.239,36.789,533.95,6.25,1.0
2005-05-02,533.95,573.808,543.67,513.532,-5.136,-4.858,-0.278,43.852,540.7,6.75,1.0
2005-05-03,540.7,570.948,542.47,513.992,-4.624,-4.811,0.188,50.714,541.0,0.2999999999999545,1.0
2005-05-04,541.0,569.533,541.738,513.942,-4.146,-4.678,0.532,51.021,540.65,-0.35000000000002274,0.0
2005-05-05,540.65,564.426,540.23,516.034,-3.752,-4.493,0.741,50.597,548.8,8.149999999999977,1.0
2005-05-06,548.8,560.94,539.398,517.855,-2.751,-4.144,1.394,59.619,553.45,4.650000000000091,1.0
2005-05-09,553.45,560.169,539.213,518.256,-1.564,-3.628,2.065,63.952,543.8,-9.650000000000091,0.0
2005-05-10,543.8,559.78,539.043,518.305,-1.386,-3.18,1.794,50.878,542.4,-1.3999999999999773,0.0
2005-05-11,542.4,559.058,538.735,518.412,-1.342,-2.812,1.47,49.194,539.0,-3.3999999999999773,0.0
2005-05-12,539.0,558.49,538.413,518.335,-1.564,-2.563,0.999,45.02,536.2,-2.7999999999999545,0.0
2005-05-13,536.2,558.427,538.738,519.048,-1.944,-2.439,0.495,41.661,540.2,4.0,1.0
2005-05-16,540.2,557.013,539.833,522.652,-1.9,-2.331,0.431,48.05,526.0,-14.200000000000045,0.0
2005-05-17,526.0,554.376,540.428,526.479,-2.976,-2.46,-0.516,33.169,529.9,3.8999999999999773,1.0
2005-05-18,529.9,554.407,540.413,526.418,-3.475,-2.663,-0.812,39.142,524.2,-5.699999999999932,0.0
2005-05-19,524.2,555.215,539.503,523.79,-4.28,-2.986,-1.294,34.015,520.4,-3.800000000000068,0.0
2005-05-20,520.4,555.682,538.193,520.703,-5.166,-3.422,-1.744,30.902,531.1,10.700000000000045,1.0
2005-05-23,531.1,554.719,537.42,520.121,-4.947,-3.727,-1.22,46.74,530.45,-0.6499999999999773,0.0
2005-05-24,530.45,553.505,536.583,519.66,-4.771,-3.936,-0.835,46.001,530.5,0.049999999999954525,1.0
2005-05-25,530.5,553.242,536.153,519.063,-4.575,-4.064,-0.511,46.077,530.75,0.25,1.0
2005-05-26,530.75,552.523,535.558,518.592,-4.35,-4.121,-0.229,46.509,530.95,0.20000000000004547,1.0
2005-05-27,530.95,552.429,535.72,519.011,-4.107,-4.118,0.011,46.902,526.65,-4.300000000000068,0.0
2005-05-30,526.65,552.539,535.355,518.171,-4.214,-4.137,-0.076,39.67,535.25,8.600000000000023,1.0
2005-05-31,535.25,552.081,535.083,518.084,-3.563,-4.022,0.46,55.504,540.4,5.149999999999977,1.0
2005-06-01,540.4,552.009,535.052,518.096,-2.602,-3.738,1.137,62.335,529.7,-10.699999999999932,0.0
2005-06-02,529.7,551.408,534.505,517.602,-2.672,-3.525,0.853,45.566,552.9,23.199999999999932,1.0
2005-06-03,552.9,552.423,534.71,516.997,-0.847,-2.989,2.143,67.463,555.0,2.1000000000000227,1.0
2005-06-04,555.0,552.856,534.788,516.719,0.761,-2.239,3.0,68.775,551.8,-3.2000000000000455,0.0
2005-06-06,551.8,554.413,535.188,515.962,1.757,-1.44,3.197,64.222,547.8,-4.0,0.0
2005-06-07,547.8,555.253,535.458,515.662,2.197,-0.713,2.91,58.625,558.5,10.700000000000045,1.0
